bigrama,frecuencia
españoles dicen,5
ken nombre,5
jóvenes hoy,5
just got,5
just don,5
juan mena,5
argentina viva,5
video hoy,5
video hizo,5
vida quiere,5
vida privada,5
italianos mayoría,5
italia países,5
islam europa,5
joana cris,5
jesus dijo,5
javier ruiz,5
japonés peruano,5
jajaja risa,5
españoles trabajando,5
españoles tampoco,5
vinieron españa,5
viiiiiiiiva vox,5
vienen quieren,5
vienen países,5
viene encima,5
arriesgan vida,5
into the,5
intereses económicos,5
interesa trabajar,5
interesa españa,5
instituciones españolas,5
esperando segunda,5
españoles único,5
españoles vivimos,5
aqui mexico,5
visto tantas,5
visitar españa,5
violencia genero,5
violaciones manada,5
vino españa,5
españoles muchas,5
españoles mayoría,5
españoles vienen,5
españoles venga,5
españoles tratan,5
inmigrantes millones,5
inmigrante papeles,5
esperpento políticos,5
and when,5
viva guardia,5
viva europa,5
viva cuba,5
viva colombia,5
are they,5
are just,5
aqui usa,5
irme trabajar,5
irene and,5
vivir ahi,5
vivimos cuba,5
espero ansias,5
espero algun,5
inmigración regulada,5
inmigración musulmana,5
inmigración mayoría,5
inmigración latinoamericana,5
inmigración españa,5
vive miami,5
viva presidente,5
viva policía,5
apoyo total,5
aportar sociedad,5
animo vox,5
animo santiago,5
igualdad derechos,5
igualdad condiciones,5
inmigracion legal,5
inglés españa,5
información poder,5
increíble video,5
incluso españoles,5
importantes valiosos,5
importa raza,5
imponer ideas,5
immigration video,5
europa eeuu,5
eternamente agradecidos,5
and hog,5
and his,5
and funny,5
europa mundo,5
humana pecado,5
idioma religión,5
identidad cultural,5
héroe nacional,5
humanos debemos,5
humano derecho,5
amor libre,5
vivir polonia,5
vivir madrid,5
vivir dejar,5
estudios demuestran,5
estancia estudios,5
ilegalmente españa,5
ilegales legales,5
ilegal españa,5
homosexualidad enfermedad,5
homosexuales heterosexuales,5
homosexuales entraran,5
homosexual heterosexual,5
hombres homosexuales,5
hola voy,5
hola vivo,5
ambos bandos,5
aman patria,5
vivo madrid,5
vivo aqui,5
vivo alemania,5
excelente documental,5
examen nacionalidad,5
europa viva,5
europa musulmana,5
extranjeros ilegales,5
extranjeros españa,5
existir vox,5
hola vengo,5
hola tony,5
hola pueblo,5
hola luis,5
votar españa,5
volver país,5
amo pareja,5
amo dios,5
amigos españoles,5
amigo españa,5
hope you,5
homosexualidad sexo,5
homosexualidad existe,5
aman españa,5
historia humanidad,5
historia hermosa,5
hijos padres,5
familia española,5
falto robleis,5
falta información,5
amada españa,5
ama prójimo,5
ama hijo,5
algún país,5
voto santiago,5
voto españa,5
voto confianza,5
votaria vox,5
votara vox,5
falta cultura,5
hijos hijo,5
hijos hijas,5
hijos hacen,5
hijos diablo,5
hijos ayudas,5
hijo españa,5
felipe gonzález,5
felicidades santiago,5
felicidad amor,5
alemania italia,5
aki españa,5
agradezco información,5
vox diciendo,5
vox cojones,5
vox acuerdo,5
vox hora,5
vox gusta,5
favor necesito,5
favor lgbt,5
familia inmigrantes,5
hijo confiesa,5
hija español,5
hetero gay,5
hermoso cortometraje,5
vox grandes,5
vox gobierne,5
vox gobernar,5
vox fuerza,5
vox existir,5
algún lugar,5
falta empatía,5
hagan serie,5
hagan segunda,5
hagan demás,5
fin hipocresía,5
feliz octubre,5
feliz hispanidad,5
hermosa blanca,5
hermanos españa,5
hermano gay,5
heike wilhelm,5
again and,5
africa medio,5
adoptar niños,5
adelante señor,5
vox mayoría,5
vox imparable,5
haber ido,5
franco pasaba,5
haciendo daño,5
hacia delante,5
hacen trabajo,5
hacen mundo,5
hablas español,5
hablar inglés,5
vox queda,5
vox posición,5
vox poner,5
vox patriotas,5
vox necesario,5
agarrar tomar,5
foil arms,5
hambre mundo,5
gusta chico,5
ganas irme,5
ganas aprender,5
guste guste,5
gustaría irme,5
gustan inmigrantes,5
fuerzas orden,5
fuerte abrazo,5
acuerdo matrimonio,5
vox valores,5
vox valientes,5
vox siento,5
vox seguid,5
vox queremos,5
hablan mal,5
haber vivido,5
grandes españa,5
grandes empresas,5
grande papa,5
gay quiere,5
gay padres,5
gay homosexual,5
gay and,5
wait for,5
vuelta pais,5
voy volver,5
voy trabajar,5
voy pais,5
adelante abascal,5
gusta vídeo,5
gusta vivir,5
gusta españa,5
gran respeto,5
gran político,5
gobiernos europeos,5
gobierno viva,5
acepta homosexualidad,5
acento argentino,5
accent was,5
acaba esperpento,5
abuelos españoles,5
abuelo nunca,5
was waiting,5
was just,5
was expecting,5
fácil ningún,5
futuros votantes,5
funny the,5
you find,5
abascal arriba,5
abascal cara,5
abascal fin,5
abascal líder,5
year and,5
wwg wga,5
wow hermosa,5
with your,5
with this,5
with that,5
abuelo galicia,5
gracias trabajo,5
gracias hermano,5
gracias david,5
gracias argentina,5
punto final,5
puedo votar,5
puedo volver,5
cuestan dinero,5
puedo conseguir,5
puedo acuerdo,5
pueda ayudar,5
pueblos pequeños,5
pueblo llama,5
puedo solicitarla,5
puedo españa,5
puedo entrar,5
cultura idioma,5
cultura historia,5
cultura hispana,5
youtube recomienda,5
