tema,sentimiento,title,texto,bertopic_nombre
LGTBI,Negativo,Medina pide la retirada de un juego 'on line' que anima a matar homosexuales,"EUROPA PRESS | Santa Cruz de Tenerife
El vicepresidente del Cabildo de Tenerife, Efraín Medina, solicitará a las Fuerzas y Cuerpos de Seguridad del Estado y al resto de autoridades competentes la retirada ""de manera inmediata"" de un juego online que consiste en matar personas homosexuales.
""Es repugnante, tétrico y absolutamente horroroso que este tipo de programas, que incitan al odio y a la discriminación por motivos de identidad sexual, puedan campar a sus anchas en las redes sociales máxime cuando no es la primera vez que esta plataforma realiza este tipo de juegos"", señala en una nota.
El programa se titula 'Juego de matar gay', se encuentra en la página 'Juegos Flasher' y en su texto explicativo afirma que en el desarrollo de la partida ""debes matar a los gays que están ocultos y querrán salir a violarte"".
El vicepresidente del Cabildo recuerda que ""no es la primera vez que esta empresa produce juegos online homófobos"", y se ha puesto en contacto con el profesor Vicente Zapata, coordinador del programa 'Juntos en la misma Dirección', y con los responsables técnicos de la Red Española de Ciudades Interculturales -red de la que Tenerife forma parte junto con otras ciudades de España por decisión unánime del pleno del Cabildo- que fomenta la multiculturalidad en cualquier aspecto.
""Estamos recabando toda la información para trasladarla a los servicios jurídicos del Cabildo y estudiar una demanda penal a la plataforma Juegos Flasher por considerar que cometen un flagrante delito tipificado en el Código Penal como un delito de odio"", indica.
Así, el Cabildo de Tenerife se suma a las denuncias realizadas por el Observatorio contra la Homofobia de Cataluña así como la del secretario de Movimientos Sociales del PSOE, Pedro Zerolo, entre otras.",78_gay games_games_gay_juegos
LGTBI,Neutral,"Matt Bomer, la estrella gay (y el beso) que triunfa en los globos","Con 20,9 millones de espectadores en todo el mundo, los Globos de Oro son más que una ceremonia de premios. También son un importante altavoz para dar mensajes reivindicativos (por ejemplo solidarizarse con Charlie Hebdo) o hacer alarde de normalidad, que en ocasiones es igual de combativo. Esa opción fue la seguida por Matt Bomer (37), uno de los actores al alza en Hollywood, quien tras ganar el premio al Mejor Actor de Reparto de televisión le plantó un beso y un abrazo a su marido publicista, Simon Halls. En su discurso agradeció a su marido y sus tres hijos su apoyo: ""Os quiero. Gracias por soportarme cuando estaba gruñón por tener que pesar 58 kilos (en su papel interpreta a un enfermo de Sida en los 80) y vosotros comíais pizza delante de mí"".
Ese beso y el discurso del hercúleo actor han sido muy bien recibidos por la comunidad LGTB internacional, del que es un firme defensor desde que en 2012 saliese del armario en una entrega de premios. Algo parecido a lo que hizo Jodie Foster cuando aceptó el Globo de Oro honorífico el año pasado. En el caso de Bomer, desoyó voces como la de Rupert Everet que aseguraba que salir del armario en Hollywood había sido una de sus mayores equivocaciones, al igual que no está a favor de la adopción homosexual: ""No se me ocurre nada peor que ser criado por dos padres gays"".
Pero Bomer está muy feliz con su familia numerosa. Su marido, Simon Halls, le saca 14 años y es el cofundador de Huvane Baum Halls, una de las agencias de publicidad más importantes del 'showbusiness'. Fueron una de los pioneros de Hollywood en casarse. Lo hicieron en 2011, de forma discreta y tres años después, Bomer decidió salir del armario sin importarle el perjuicio que eso supusiera para su carrera.
A diferencia de Everett o Foster, Bomer representa un nuevo tipo de estrella sin miedo al armario o el encasillamiento. Y no le va nada mal. El actor ganó en la gala a actores consagrados como Bill Murray o John Voight, lo que da cuenta del buen momento que vive su carrera. En España se le conoce por la serie 'Ladrón de guante blanco' (incluso tiene club de fans españoles en Twitter) y en USA tiene cuatro filmes pendiente de estreno, entre ellos la secuela de la exitosa 'Magic Mike', donde interpreta a un bailarín de 'striptease'. Además, recientemente ha sido el elegido para interpretar a Montgomery Clift en una miniserie para la HBO.
Sus ojos azules, unas facciones perfectas y un cuerpo que es pura fibra hicieron de él uno de los candidatos perfectos para interpretar a Christian Grey junto a Dakota Jhonson en el filme '50 sombras de Grey'. Pero había un pequeño problema de cara a la promoción... la homosexualidad de Matt Bomer no casaba bien con el nuevo macho alpha para jovencitas que los estudios pretendían lanzas. Él prefirió no ocultarse y ser sincero. Así pues quedó descartado por Jamie Dornan, con quien precisamente se cruzó en la alfombra roja en los Globos de Oro. Un duelo de belleza y elegancia que quedó en tablas.",-1_lgtbi_personas_derechos_colectivo
LGTBI,Neutral,La región garantiza en una ley histórica la reproducción asistida para las lesbianas,"Tras 20 años de lucha, Extremadura se sitúa a la vanguardia de España en la defensa de los derechos y libertades del colectivo homosexual. La consejera de Empleo, Mujer y Políticas Sociales, Marian Muñoz, presentó ayer en Mérida junto a la Fundación Triángulo y la asociación Extremadura Entiende el proyecto de Ley de Igualdad Social y contra la Discriminación de Lesbianas, Gais, Bisexuales, Transgéneros, Transexuales e Intersexuales (LGTB) de Extremadura, texto que garantiza la reproducción asistida para las lesbianas en la sanidad pública extremeña, vetada a nivel nacional. La nueva normativa regula también la financiación de las operaciones de cambio de sexo y equipara la ""violencia intragénero"" (entre parejas conformadas por personas del mismo sexo) a la violencia machista.
""Es una ley histórica, no hay otro apelativo para este documento"", apuntó el presidente de la Fundación Triángulo, José María Núñez. Según explicó, esta nueva normativa recoge ""el 99%"" de las reivindicaciones formuladas en los últimos años por el colectivo homosexual a nivel nacional e internacional y ""supera"" a las dos leyes de referencia que existían en este ámbito en España: la catalana contra la discriminación LGTB y la andaluza de transexualidad. La ley extremeña, que reconoce la discriminación homosexual como un delito de odio y establece un régimen de sanciones de hasta 45.000 euros, se convierte así en la ley de protección social más avanzada del país, según Triángulo.
El texto fue registrado ayer en la Asamblea de Extremadura y la previsión del Gobierno regional es aprobarlo antes de que termine la legislatura. En su intervención, la consejera afirmó que la ley LGTB nace con el objetivo de que la visibilización y la protección de los derechos del colectivo gay sean una realidad en Extremadura después de 20 años y aseguró que el texto ""va más allá de una declaración de intenciones"". En este sentido, destacó especialmente los dos protocolos sanitarios que se incluyen en la norma. El primero de ellos regula la financiación pública de las operaciones de cambio de sexo a las personas transexuales ""para hacer realidad esa necesidad de identificar su cuerpo con el género sentido"", y el segundo garantiza el acceso de las mujeres lesbianas y bisexuales a las técnicas de reproducción asistida en la sanidad pública. Muñoz recordó que con esta última medida, el Ejecutivo plasma el compromiso adquirido por el presidente José Antonio Monago con el colectivo en el año 2013, cuando el Gobierno central decidió dejar de financiar los tratamientos de reproducción a las lesbianas.
Al margen de estas cuestiones, Muñoz también destacó que con esta normativa, Extremadura será la primera región en reconocer la ""violencia intragénero"" y equipararla a la violencia machista, de forma que las víctimas de acoso o agresión tendrán en estos casos el mismo tratamiento, derechos, ayudas y medidas de protección que las víctimas de violencia machista.
DELITOS DE ODIO Por otra parte, la ley también contempla la puesta en marcha de un protocolo policial para los delitos basados en la homofobia o la transfobia, que serán considerados ""delitos de odio"". En este punto, cabe destacar que la nueva normativa lleva aparejado un régimen de infracciones que incluye multas de hasta 3.000 euros para sanciones leves, de hasta 20.000 para las graves y de hasta 45.000 para las sanciones muy graves. Por último, Muñoz destacó la creación del Observatorio de Lucha contra la Homofobia y la Transfobia, un órgano de participación y consulta que será ""trascendental""; el apoyo institucional a las celebraciones señaladas para el colectivo (Los Palomos, Día del Orgullo LGTB...) con el objetivo de darlas visibilidad y en señal de respeto por la diversidad sexual, o la puesta en marcha de acciones y medidas específicas en las que ""se tendrá en cuenta el marcado carácter rural de la región"".
""Probablemente haya personas que crean que esta ley no es necesaria, pero la cobertura de derechos no cuesta dinero y la discriminación por homofobia y transfobia sigue existiendo"", afirmó el presidente de la Fundación Triángulo, que reveló que según un informe de la Policía Nacional presentado en agosto, la principal causa de agresiones en España es la homofobia. Por su parte, la presidenta de Extremadura Entiende, Marisa González, se ha mostrado esperanzada con esta ""ambiciosa normativa"", si bien indicó que velarán por su cumplimiento. González consideró que esta ley ""garantiza derechos y sanciona la discriminación"" y destacó como novedades ""muy importantes"" garantizar el acceso de las lesbianas y bisexuales a las técnicas de reproducción asistida y el reconocimiento de la violencia intragénero.
- Extremadura acatará la sentencia que debe hacer fijos a los interinos que han aprobado una oposición
- Muere a los 64 años la exdirigiente socialista extremeña Ascensión Murillo
- Un terremoto de magnitud 2,8 sacude la frontera entre Portugal y Extremadura
- Un padre de familia de Esparragalejo y apasionado del ciclismo, el trabajador fallecido atropellado por una máquina en la A-66
- Muere un trabajador de 50 años atropellado por una máquina en la A-66 cerca de Almendralejo
- Muere una niña en el Materno Infantil de Badajoz tras sufrir un ahogamiento
- Medios aéreos y terrestres trabajan en la extinción de un incendio declarado en Tornavacas, ya controlado
- Extremadura, en alerta naranja, bate el récord de calor del país con casi 35 grados de madrugada",0_lgtbi_igualdad_ley_diversidad
LGTBI,Neutral,Una agencia de viajes ofrece visitas a gays y lesbianas por los Museos Vaticanos,"ángel Gómez
Concuerdan diversos historiadores que Miguel Ángel, Leonardo da Vinci, y quizás Caravaggio, eran homosexuales. Los Museos Vaticanos están llenos de sus obras. La agencia de viajes italiana «Quiiky», especializada en turismo gay & lesbian, organiza visitas guiadas a los Museos vaticanos para explorar y explicar la manera en que la sexualidad de los artistas ha influenciado su arte. «El arte como nunca lo habéis visto», resalta en su página web la agencia de viajes, cuyo director, Alessio Virgili, explica en una entrevista al diario «The New York Times» las motivaciones de esta iniciativa: «Ante la pintura del Juicio Universal, en la Capilla Sixtina, nuestros guías muestran los dos hombres, en alto a la derecha, que se abrazan para celebrar la ascensión al Paraíso. En la antigua Grecia y en la antigua Roma, la homosexualidad era practicada abiertamente. Mediante estudios de historiadores y críticos sabemos que sucedía también en el Renacimiento. Por ello, hemos decidido revelar aquellos aspectos que se omiten en las visitas tradicionales. Para comprender a los artistas, es necesario estudiar su vidas privada. Por ejemplo, Miguel Ángel era un devoto católico y gay, atormentado por un sentimiento de culpa y por conflictos interiores».
Muchos críticos de la época de Miguel Ángel consideraron que el Juicio universal, con la abundancia de cuerpos desnudos, parecía más la estética de baños públicos que una pintura religiosa. Famosa es la censura que realizó el artista Daniele da Volterra tapando púdicamente, a la muerte de Miguel Angel, algunos glúteos y órganos genitales. Según la histórica del arte, Elena Lazzarini, los cuerpos representados en el Juicio Universal fueron inspirados por homosexuales y prostitutas que Miguel Ángel había encontrado en una especie de baños turcos.
Estos guías que hablan de la influencia de la sexualidad en la pintura de algunos artistas no han recibido la aprobación expresa de la dirección de los Museos Vaticanos, pero Alessio Virgili, el director de «Quiiky», señala que desde que comenzaron las visitas en noviembre no se han recibido quejas. Además, Virgili precisa que «la tolerancia del Papa Francisco ha atraído turistas gays y desde hace algún tiempo hay una notable presencia de gays y lesbianas en los Museos Vaticanos».
Hoy el semanario «Sette» del diario «Corriere della Sera», al dar la noticia destaca que el costo del tour, denominado «La otra cara de la Capilla Sixtina», es de 55 euros por persona, con comida incluida.",34_turismo_fitur_destino_oferta
LGTBI,Neutral,Extremadura asumirá las terapias de fertilidad para lesbianas,"Hace poco más de dos meses (el 6 de noviembre pasado), entró en vigor la cartera de servicios común del Sistema Nacional de Salud, que, entre otras medidas, sacó a lesbianas y mujeres solas de los tratamientos de reproducción asistida en los centros públicos. Este jueves, Extremadura (gobernada por el PP) anunció que, en contra de esta medida, asumirá estos tratamientos en su red sanitaria. Lo garantizará en la futura Ley de Igualdad Social y contra la Discriminación de Lesbianas, Gais, Bisexuales, Transgéneros, Transexuales e Intersexuales, que también abre las puertas a financiar íntegramente el proceso de cambio de sexo.
Extremadura no es la primera autonomía en dar pasos en esta dirección. Cataluña ya lo hizo con una ley similar aprobada en octubre. La norma garantiza ""a las mujeres lesbianas la igualdad de acceso a las técnicas de reproducción asistida"". Andalucía también reconoce explícitamente los tratamientos a ""mujeres sin pareja"" y a ""mujeres con pareja femenina"". Canarias o Asturias son otras de las comunidades que mantienen esta prestación en su oferta asistencial.
La reciente modificación de la cartera de servicios restringió las condiciones para acceder a las terapias de fertilidad en los centros públicos. Hasta entonces —mediante un real decreto de 2006—, la sanidad pública asumía los tratamientos cuando existía diagnóstico de esterilidad o una ""indicación clínica establecida"". Esta fórmula ambigua permitía que algunas comunidades atendieran a las lesbianas o las mujeres solteras bajo una concepción amplia de los tratamientos de reproducción asistida que no se limitaban a combatir problemas de esterilidad sino que permitían indicaciones de carácter social, como querer tener hijos sin tener relaciones con un hombre. Además, por encima estaba la Ley de Reproducción Asistida de 2006, que reconoce como usuarias de estas técnicas a las mujeres mayores de edad ""con independencia de su estado civil y orientación sexual"".
La orden, publicada en noviembre, limita las terapias de reproducción asistida a los casos en los que se desea resolver un problema de salud: la esterilidad. Para ello, exige acreditar un trastorno de la capacidad reproductiva y la falta de embarazo tras 12 meses de relaciones sexuales sin el empleo de anticonceptivos. De esta forma, se excluye a las lesbianas. ""Si son homosexuales no podrán cumplir este criterio, se supone que no tienen relaciones heterosexuales"", apunta Fernando Abellán, abogado especialista en derecho de la reproducción.",48_reproducción_asistida_reproducción asistida_mujeres
LGTBI,Neutral,La Ley contra la Discriminación LGBT comienza su trámite parlamentario,"El reconocimiento legal de la financiación pública de la reproducción asistida en lesbianas o un régimen sancionador de hasta 45.000 euros son algunas de las medidas de la Ley de Igualdad Social y contra la Discriminación de Lesbianas, Gais, Bisexuales, Transgéneros, Transexuales e Intersexuales.
La norma ha comenzado su trámite parlamentario después de haber sido registrada hoy en el Parlamento autonómico y, según el Gobierno extremeño, se prevé que esté aprobada antes de que finalice esta legislatura.
Así lo ha explicado en rueda de prensa la consejera de Empleo, Mujer y Políticas Sociales, María de los Ángeles Muñoz, acompañada de los responsables de la Fundación Triángulo, José María Núñez, y de Extremadura Entiende, María Luisa González.
La consejera ha señalado que se trata de ""un día histórico"" para las demandas de este movimiento social y ha subrayado que supone la consagración legal del derecho a la igualdad y a la no discriminación de este colectivo.
Es también, ha dicho, un homenaje a los movimientos asociativos que han luchado por que esta protección legal fuera una realidad, y a aquellas personas que tuvieron que marcharse de la comunidad porque su identidad sexual suponía un ""rechazo"", algo que ha repetido en su intervención Núñez.
Núñez ha asegurado además que recoge ""el 99% de las reivindicaciones defendidas en los últimos 20 años"" y que se trata de la ley ""más avanzada"" de cuantas existen en el país, incluso por delante de las de Cataluña y Andalucía.
La titular de Política Social ha detallado que la ley abarca muchas áreas: sanidad, educación o formación de los funcionarios de la administración que prestan servicios públicos.
Entre las medidas, habrá un protocolo de transexualidad para que todas las personas transexuales tengan garantizadas ""la atención necesaria para poder hacer realidad la necesidad de identificar su cuerpo con el género sentido, todo ello con cargo al SES"".
Asimismo, se reconoce la financiación por parte del SES de la técnica de reproducción asistida para mujeres lesbianas y bisexuales, en cumplimiento de la medida anunciada por el presidente, José Antonio Monago, en el Día de Extremadura en 2013, cuando dijo que no iba a haber ninguna mujer en la región que ""tenga impedimentos para ejercer su derecho a ser madre"".
Ambos servicios sanitarios se venían prestando ya en la comunidad, esta norma lo que hace es consagrar esos derechos desde un punto de vista jurídico, ha explicado.
Otras medidas que contempla la norma son la protección de las personas que en el ámbito de una relación entre personas del mismo sexo puedan sufrir algún tipo de violencia, llamada ""violencia intragénero"", quienes tendrán protección desde un punto de vista físico y económico; así como la creación de un Observatorio de Lucha contra la Homofobia y la Transfobia, un órgano de participación.
Destaca especialmente la creación de un protocolo policial ante delitos de odio que se basen en la homofobia y la transfobia y un régimen de infracciones y sanciones contra la discriminación sexual.
Las sanciones pueden ser de entre cero y 3.000 euros en el caso de las leves, de hasta 20.000 euros, para las graves, y de hasta 45.000 euros las muy graves, ha matizado Muñoz.
El presidente de Fundación Triángulo ha defendido la ""necesidad"" de esta norma pues la discriminación ""sigue existiendo"" como revela un informe de la Policía Nacional presentado en agosto, según el cual, la principal causa de agresiones en este país es la homofobia y la transfobia, al tiempo que ha mencionado dos casos acaecidos esta semana en Extremadura.
El reconocimiento y apoyo institucional a la celebración de fechas conmemorativas del colectivo es otra medida de esta ley en la que se tiene en cuenta también la realidad rural.
A este respecto, la presidenta de Extremadura Entiende ha mencionado que el hecho de pagar la cuota de una asociación de lesbianas en el banco ya supone ""salir del armario"" y ""ser la comidilla del pueblo"" por esta razón.
Marisa González se ha mostrado esperanzada con esta ""ambiciosa normativa"" y ha indicado que velarán por el cumplimiento de la misma.
- Extremadura acatará la sentencia que debe hacer fijos a los interinos que han aprobado una oposición
- Muere a los 64 años la exdirigiente socialista extremeña Ascensión Murillo
- Un terremoto de magnitud 2,8 sacude la frontera entre Portugal y Extremadura
- Un padre de familia de Esparragalejo y apasionado del ciclismo, el trabajador fallecido atropellado por una máquina en la A-66
- Muere un trabajador de 50 años atropellado por una máquina en la A-66 cerca de Almendralejo
- Muere una niña en el Materno Infantil de Badajoz tras sufrir un ahogamiento
- Medios aéreos y terrestres trabajan en la extinción de un incendio declarado en Tornavacas, ya controlado
- Extremadura, en alerta naranja, bate el récord de calor del país con casi 35 grados de madrugada",0_lgtbi_igualdad_ley_diversidad
LGTBI,Neutral,Manchester abrirá el primer colegio para homosexualesLa Corte Suprema de EE.UU. decidirá si los gais pueden casarse en todo el país,"LGBT Youth North West, una asociación que promueve los derechos de los homosexuales y lucha contra su marginación, quiere abrir en tres ańos en Manchester un colegio para alumnos gais, bisexuales y transexuales. La medida, pionera, se tomaría para dar una solución a chicas y chicos que sufren acoso en los colegios convencionales. La oferta incluiría 40 plazas,...
Suscribete para leer la noticia completa:",33_protocolo_educativa_centros_identidad
LGTBI,Negativo,Manchester abrirá el primer colegio solo para alumnos homosexuales,"LUIS VENTOSO
LGBT Youth North West , una asociación que promueve los derechos de los homosexuales y lucha contra su marginación, quiere abrir en tres años en Manchester un colegio para alumnos gais, bisexuales y transexuales. La medida, pionera, se tomaría para dar una solución a chicas y chicos que sufren acoso en los colegios convencionales. La oferta incluiría 40 plazas, con 20 más a tiempo parcial, y cada alumno le costaría al centro 20.000 euros por curso.
«Esto va de salvar vidas», aseguran los activistas de LGBT, que recuerdan que a pesar de la legislación para proteger a los homosexuales, lo cierto es que los casos de acoso y malos tratos crecen en las escuelas británicas. El resultado es absentismo escolar, aislamiento y en el peor de los casos, suicidio. El año pasado, la muerte de la adolescente Elizabeth Lowe conmocionó al país. La chica se suicidó colgándose en un parque por temor a que sus padres descubriesen que era lesbiana.
La polémica
Pero el proyecto también suscita dudas. El diputado conservador Tim Loughton, ex ministro de Educación, ha manifestado, en declaraciones a «The Daily Telegraph», que la medida es errónea, porque puede suponer implantar una forma de segregación:«Necesitamos hacer mucho más para combatir el acoso homofóbico y crear una sociedad más tolerante. Pero no creo que la segregación de un grupo de jóvenes por su sexualidad pueda ayudar».",33_protocolo_educativa_centros_identidad
LGTBI,Neutral,La Corte Suprema de EEUU evaluará la legalidad del matrimonio homosexual,"La Corte Suprema de Estados Unidos evaluará en este periodo de sesiones, que finaliza el próximo junio, si los 50 estados del país deben permitir la celebración de matrimonios entre personas del mismo sexo, informó el Alto Tribunal.
Los jueces han rechazado pronunciarse sobre esta cuestión durante meses, la última de ellas en octubre, cuando se negaron a escuchar las apelaciones contra las resoluciones que permiten el matrimonio homosexual en cinco estados.
Aquella postura supuso una victoria velada para la comunidad gay, ya que tuvo como efecto inmediato que el consentimiento del Supremo extendiera a 24 estados la posibilidad de celebrar bodas entre personas del mismo sexo, previamente posible en 19 estados y el Distrito de Columbia.
En los meses posteriores, una docena de estados más fueron afectados por la negativa a considerar los casos por parte del Supremo, de manera que hasta 36 estados del país celebran hoy matrimonios homosexuales.
El Alto Tribunal considerará cuatro casos de alto perfil en los que tribunales de apelaciones ratificaron las prohibiciones establecidas al matrimonio gay en los estados de Kentucky, Michigan, Ohio y Tennessee, revirtiendo las decisiones previas de jueces federales a favor de los derechos de los homosexuales. Otros diez estados más también prohíben este tipo de uniones.
En Arkansas, Mississippi, Misuri, Dakota del Sur y Texas, los jueces han anulado las leyes contra el matrimonio gay, pero permanecen en vigor pendientes de apelación.
Los casos se debatirán en el mes de abril y la decisión final de los cinco jueces conservadores y cuatro progresistas del Supremo podría llegar en junio.
El Supremo se pronunciará sobre si todos los estados de la Unión deben emitir licencia matrimoniales a personas del mismo sexo y si esas licencias deben ser reconocidas en los demás estados automáticamente.",21_matrimonio_supremo_florida_tribunal
LGTBI,Neutral,El Supremo de EE UU decidirá si los homosexuales pueden casarse,"El Tribunal Supremo de Estados Unidos decidirá este año si los homosexuales tienen derecho a contraer matrimonio. La máxima autoridad judicial podría resolver así, antes del mes de junio, la que está considerada como una de las últimas batallas por los derechos civiles del país y tras varios años de cambio a su favor.
Hace tan solo dos años, la comunidad gay de EE UU fue testigo de uno de los avances más importantes de su historia, cuando el Supremo derogó la ley federal que desde 1996 establecía que el matrimonio es la unión entre un hombre y una mujer. Esa normativa negaba el acceso de millones de homosexuales a beneficios fiscales y legales que sí perciben el resto de ciudadanos, además de su derecho a casarse. A pesar de aquella victoria, los nueve jueces de la corte no resolvieron la cuestión principal: ¿tienen derecho a casarse los homosexuales?
Las principales organizaciones en defensa de los derechos de la comunidad LGBT buscan desde hace varios años un caso que obligue a la corte a responder esta pregunta. Tras varios intentos, los jueces del Supremo aceptaron este viernes estudiar cuatro casos que desafían la prohibición de contraer matrimonio a parejas del mismo sexo en Kentucky, Michigan, Tennessee y Ohio. Si los magistrados consideran que los Estados no pueden imponer esa prohibición, estarán reconociendo el derecho a casarse de todos los ciudadanos del país.
Es el momento de que nuestra nación de otro paso clave hacia la igualdad de todos los americanos"" Fiscal General Eric Holder
El Fiscal General, Eric Holder, anunció este viernes que el Departamento de Justicia presentará sus propios argumentos a favor de que ""el matrimonio igualitario sea una realidad para todos los estadounidenses"", según afirmó en un comunicado. ""Es el momento de que nuestra nación de otro paso clave hacia la igualdad de todos los americanos -independientemente de quién sean, de dónde vengan o a quién amen"".
La sentencia de 2013 que derogó la Ley de Defensa del Matrimonio -DOMA, aprobada por el presidente Bill Clinton en 1996- coincidió con una oleada de cambio en la opinión pública de EE UU, cada vez más favorable al matrimonio igualitario y a quienes se había sumado además la Administración Obama. La postura de los jueces coincidió con la de la mayoría de los ciudadanos y los Estados recogieron el relevo. Desde entonces, la mayoría de las legislaturas estatales han aprobado diferentes leyes a favor del matrimonio homosexual, de manera que la mayoría de la población de EE UU ya vive en Estados donde es legal.
La rapidez del cambio ha hecho que el número de Estados que reconocen el matrimonio igualitario se haya duplicado en los últimos meses por batallas legales -la negativa ya no está respaldada por la ley federal DOMA- y por nuevas legislaciones que han aprobado los diferentes gobiernos en consonancia con la opinión de una mayoría de los ciudadanos. La semana pasada, el tradicionalmente conservador Estado de Florida era el último en sumarse a la lista.
El Tribunal Supremo ha rechazado varias apelaciones en los últimos meses que daban la razón a quienes rechazaban lo que consideran una discriminación en su contra, al no poder contraer matrimonio con otra persona del mismo sexo. Esas decisiones sumaron victorias para la comunidad gay, que esperaba sin embargo la llegada del caso clave hasta los nueve jueces.
En la actualidad, la posibilidad de casarse para gais y lesbianas en EE UU depende del Estado en el que vivan y de si éste reconoce su matrimonio en el caso de que lo hayan contraído en otro lugar. La sentencia del Supremo, que se espera para el próximo mes de junio, puede ampliar definitivamente ese derecho y reconocerlo a nivel federal.",21_matrimonio_supremo_florida_tribunal
LGTBI,Neutral,Obama pedirá al Supremo que legalice el matrimonio homosexual a nivel nacional,"WASHINGTON, 16 Ene. (Reuters/EP) -
El presidente de Estados Unidos, Barack Obama, solicitará al Tribunal Supremo que legalice el matrimonio homosexual en todo el territorio nacional, según ha informado este viernes el Departamento de Justicia.
""Esperamos presentar un 'amicus curiae' para urgir al Tribunal Supremo a hacer de la igualdad del matrimonio una realidad para todos los estadounidenses"", ha anunciado el fiscal general, Eric Holder, en un 'tweet' difundido por su oficina de prensa.
La Casa Blanca ha tomado esta decisión después de que el Tribunal Supremo decidiera este viernes pronunciarse definitivamente sobre si la Constitución permite a los estados que prohíban los matrimonios homosexuales.
""El Supremo ha enviado un fuerte mensaje: los estadounidenses que estén casados con personas del mismo sexo merecen la misma protección y el mismo tratamiento legal. Es un paso histórico hacia la igualdad entre estadounidenses"", ha valorado Holder en un comunicado.
El fiscal general ha sostenido que ""el Departamento de Justicia va a garantizar que los beneficios del matrimonio sean lo más amplios posibles para garantizar también la igualdad de trato de todos los miembros de la sociedad, independientemente de su orientación sexual"".
""Ya es hora de que, como nación, demos otro paso clave para garantizar la fundamental igualdad entre todos los estadounidenses, sin importar quiénes son, de dónde vienen o a quién aman"", ha concluido el jefe del Ministerio Público.
DECISIÓN HISTÓRICA
El Supremo ha tomado esta histórica decisión admitiendo cuatro casos --en Tennessee, Kentucky, Michigan y Ohio-- que plantean esta duda, a la que responderá, según las previsiones del alto tribunal-- el próximo mes de junio.
La cuestión se ha planteado después de que los tribunales hayan tumbado una detrás de otra las prohibiciones de celebrar o reconocer las bodas entre gays y lesbianas. En total, ha habido más de 60 fallos en este sentido en la mitad de los estados norteamericanos durante el último año y medio.
Actualmente, 36 estados, que aglutinan el 70 por ciento de la población estadounidense, permiten y reconocen los matrimonios homosexuales, mientras que en otros cinco los tribunales han eliminado las prohibiciones.
Las uniones entre parejas del mismo sexo son un tema controvertido en Estados Unidos. Sin embargo, en los últimos años las posiciones han cambiado y, de acuerdo con Gallup, el 55 por ciento de los estadounidense estaba a favor en 2014, frente al 27 por ciento de 1996.",21_matrimonio_supremo_florida_tribunal
